institution name,longitude,latitude,In-state min tuition,In-state max tuition,Out-of-state min tuition ,Out-of-state max tuition,Undergraduate enrollment,Graduate enrollment,Graduation rate,is_public,fees,location,aboutText
Fortis College-Cutler Bay,-80.363995,25.585653,12936.0,14379.078947368422,12936.0,16504.263157894737,358.0,0.0,49.55128205128205,False,235.0,"Cutler Bay, Florida","A private university located in Cutler Bay, Florida"
Yeshiva Kollel Tifereth Elizer,-73.992171,40.637096,12300.0,22648.67948717949,12300.0,25207.339743589742,373.0,0.0,86.0,False,0.0,"Brooklyn, New York","A private university located in Brooklyn, New York"
Strand Institute of Beauty & Esthetics,-97.319593,27.878924,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,71.0,0.0,46.578947368421055,False,,"Portland, Texas","A private university located in Portland, Texas"
Arkansas Welding Academy,-92.139911,34.883474,8767.096153846154,10644.40909090909,11039.596153846154,13757.227272727272,74.0,0.0,45.08695652173913,False,,"Jacksonville, Arkansas","A private university located in Jacksonville, Arkansas"
Unitech Training Academy-Baton Rouge,-91.063026,30.417257,10511.703703703704,11440.76923076923,13204.423076923076,13914.037037037036,85.0,0.0,45.92307692307692,False,,"Baton Rouge, Louisiana","A private university located in Baton Rouge, Louisiana"
Empire Beauty School-Tampa,-82.338274,27.941959,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,93.0,0.0,49.55128205128205,False,,"Tampa, Florida","A private university located in Tampa, Florida"
Empire Beauty School-Lakeland,-81.973025,28.108318,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,132.0,0.0,49.55128205128205,False,,"Lakeland, Florida","A private university located in Lakeland, Florida"
Galen College of Nursing-ARH,-83.205298,37.285896,11037.033333333333,15660.0,12744.066666666668,15660.0,424.0,0.0,47.125,False,200.0,"Hazard, Kentucky","A private university located in Hazard, Kentucky"
The Chicago School at San Diego,-117.167054,32.718575,18576.0,24624.0,18576.0,24624.0,5.0,136.0,58.74305555555556,False,2268.0,"San Diego, California","A private university located in San Diego, California"
Commercial Divers International,-112.408598,33.409576,10633.857142857143,16326.5,14128.959183673467,18095.166666666668,47.0,0.0,40.89473684210526,False,,"Goodyear, Arizona","A private university located in Goodyear, Arizona"
Tricoci University of Beauty Culture-Janesville,-89.04895,42.679712,13231.1,17551.466666666667,16698.5,20404.25,102.0,0.0,58.40540541,False,,"Janesville, Wisconsin","A private university located in Janesville, Wisconsin"
Unlimited Cosmetology School,-89.304277,31.325283,8845.757575757576,10827.25,10922.212121212122,13098.0625,26.0,0.0,46.8125,False,,"Hattiesburg, Mississippi","A private university located in Hattiesburg, Mississippi"
Johnny Matthew's Hairdressing Training School,-123.038361,44.941812,17937.31111111111,20324.653846153848,22966.23076923077,23232.866666666665,59.0,0.0,58.45454545454545,False,,"Salem, Oregon","A private university located in Salem, Oregon"
The Culinary School of Fort Worth,-97.428672,32.724044,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,69.0,0.0,46.578947368421055,False,,"Fort Worth, Texas","A private university located in Fort Worth, Texas"
Centralia Beauty College,-122.955164,46.714769,15114.55223880597,20058.67857142857,19020.86567164179,24169.92857142857,88.0,0.0,57.407407407407405,False,,"Centralia, Washington","A private university located in Centralia, Washington"
University of Wisconsin-Milwaukee Flex,-87.880488,43.076848,6750.0,13231.1,6750.0,16698.5,580.0,0.0,58.40540541,True,0.0,"Milwaukee, Wisconsin","A public university located in Milwaukee, Wisconsin"
University of Wisconsin-Parkside Flex,-87.855007,42.645603,6750.0,13231.1,6750.0,16698.5,143.0,0.0,58.40540541,True,0.0,"Kenosha, Wisconsin","A public university located in Kenosha, Wisconsin"
Miller-Motte College-STVT-Arlington,-97.060733,32.708476,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,174.0,0.0,46.578947368421055,False,,"Arlington, Texas","A private university located in Arlington, Texas"
Bnos Zion Of Bobov Seminary,-73.991157,40.633353,8950.0,22648.67948717949,8950.0,25207.339743589742,142.0,0.0,51.77595628415301,False,500.0,"Brooklyn, New York","A private university located in Brooklyn, New York"
ABC Adult School,-118.070114,33.878179,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,185.0,0.0,58.74305555555556,True,,"Cerritos, California","A public university located in Cerritos, California"
Polytech Adult Education,-75.545942,39.07213,12397.2,12665.5,13760.4,17720.375,631.0,0.0,50.0,True,,"Woodside, Delaware","A public university located in Woodside, Delaware"
California Institute of Medical Science,-119.694271,36.810031,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,36.0,0.0,58.74305555555556,False,,"Clovis, California","A private university located in Clovis, California"
Union Bible College,-86.126025,40.038757,5760.0,16958.3,5760.0,20201.1,164.0,0.0,75.0,False,470.0,"Westfield, Indiana","A private university located in Westfield, Indiana"
Pets Playground Grooming School,-80.100676,26.248045,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,18.0,0.0,49.55128205128205,False,,"Pompano Beach, Florida","A private university located in Pompano Beach, Florida"
San Bernardino Beauty College,-117.285521,34.110518,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,77.0,0.0,58.74305555555556,False,,"San Bernardino, California","A private university located in San Bernardino, California"
Christina and Company Education Center,-86.815349,40.414052,16958.3,23517.950819672133,20201.1,27113.88524590164,32.0,0.0,57.16666666666666,False,,"Lafayette, Indiana","A private university located in Lafayette, Indiana"
Institute of Medical Ultrasound,-84.386472,33.759937,11880.09433962264,31002.0,15744.415094339623,31002.0,29.0,0.0,40.50819672131148,False,50.0,"Atlanta, Georgia","A private university located in Atlanta, Georgia"
Mystros Barber Academy,-95.453049,30.014,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,14.0,0.0,46.578947368421055,False,,"Houston, Texas","A private university located in Houston, Texas"
European Medical School of Massage,-76.008531,40.319684,20524.417322834644,25448.232804232804,22490.58267716536,27706.243386243383,23.0,0.0,57.46341463414634,False,,"Sinking Spring, Pennsylvania","A private university located in Sinking Spring, Pennsylvania"
Yeshiva Gedolah Tiferes Boruch,-74.4346,40.619593,9550.0,19843.75675675676,9550.0,21983.864864864863,70.0,0.0,51.84767221,False,300.0,"North Plainfield, New Jersey","A private university located in North Plainfield, New Jersey"
Yeshiva Chemdas Hatorah,-74.229304,40.063509,12000.0,19843.75675675676,12000.0,21983.864864864863,79.0,0.0,18.0,False,150.0,"Lakewood, New Jersey","A private university located in Lakewood, New Jersey"
Women's Institute of Torah Seminary and College,-76.699496,39.361349,9000.0,15418.344827586208,9000.0,18809.275862068964,191.0,0.0,100.0,False,300.0,"Baltimore, Maryland","A private university located in Baltimore, Maryland"
Yeshiva Gedolah Keren Hatorah,-74.184418,40.109281,9800.0,19843.75675675676,9800.0,21983.864864864863,189.0,0.0,2.0,False,150.0,"Lakewood, New Jersey","A private university located in Lakewood, New Jersey"
ICOHS College,-117.16145,32.723881,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,215.0,0.0,58.74305555555556,False,,"San Diego, California","A private university located in San Diego, California"
Neo-Esthetique European Institute,-66.057521,18.363811,6139.549019607844,6327.263736263736,6261.137254901961,7000.681318681319,137.0,0.0,37.94642857142857,False,,"San Juan, Puerto Rico","A private university located in San Juan, Puerto Rico"
Lehigh Valley Barber School,-75.346918,40.639992,20524.417322834644,25448.232804232804,22490.58267716536,27706.243386243383,53.0,0.0,57.46341463414634,False,,"Bethlehem, Pennsylvania","A private university located in Bethlehem, Pennsylvania"
International Barber College,-111.966375,33.306101,10633.857142857143,16326.5,14128.959183673467,18095.166666666668,30.0,0.0,40.89473684210526,False,,"Chandler, Arizona","A private university located in Chandler, Arizona"
Brown Beauty Barber School,-86.953134,33.399873,9929.360655737704,10845.75,14105.22950819672,15730.4375,54.0,0.0,44.22580645,False,,"Bessemer, Alabama","A private university located in Bessemer, Alabama"
Rexburg College of Massage Therapy,-111.80319,43.812616,12366.8,12953.444444444443,18008.8,20827.555555555555,59.0,0.0,49.22222222222222,False,,"Rexburg, Idaho","A private university located in Rexburg, Idaho"
Yeshiva Gedolah of Cliffwood,-74.224235,40.442213,8550.0,19843.75675675676,8550.0,21983.864864864863,55.0,0.0,11.0,False,0.0,"Keyport, New Jersey","A private university located in Keyport, New Jersey"
Goshen School of Cosmetology,-90.713781,33.755417,8845.757575757576,10827.25,10922.212121212122,13098.0625,27.0,0.0,46.8125,False,,"Cleveland, Mississippi","A private university located in Cleveland, Mississippi"
IBS School of Cosmetology and Massage,-156.462848,20.892857,10123.117647058823,17017.285714285714,15376.29411764706,21714.42857142857,64.0,0.0,47.44444444444444,False,,"Kahului, Hawaii","A private university located in Kahului, Hawaii"
UR Beauty & Barber Academy,-81.432006,27.463851,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,24.0,0.0,49.55128205128205,False,,"Sebring, Florida","A private university located in Sebring, Florida"
Urban Barber College,-122.03935,37.974933,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,163.0,0.0,58.74305555555556,False,,"Concord, California","A private university located in Concord, California"
Yeshivas Emek Hatorah,-74.232083,40.112501,9600.0,19843.75675675676,9600.0,21983.864864864863,93.0,0.0,4.0,False,150.0,"Howell, New Jersey","A private university located in Howell, New Jersey"
Transitions Career Institute School of Nursing,-73.836391,40.770561,20770.94181818182,22648.67948717949,22814.054545454543,25207.339743589742,182.0,0.0,51.77595628415301,False,,"Flushing, New York","A private university located in Flushing, New York"
Wilton Simpson Technical College,-82.463419,28.488302,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,114.0,0.0,49.55128205128205,True,,"Brooksville, Florida","A public university located in Brooksville, Florida"
Stacey James Institute,-104.794689,39.533193,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,68.0,0.0,49.04545454545455,False,,"Parker, Colorado","A private university located in Parker, Colorado"
Meridian University,-122.640029,38.230878,15715.009803921568,21632.0,20760.058823529413,21632.0,0.0,226.0,58.74305555555556,False,,"Petaluma, California","A private university located in Petaluma, California"
Seminary Bnos Chaim,-74.200969,40.085639,12000.0,19843.75675675676,12000.0,21983.864864864863,177.0,0.0,39.03636363636364,False,600.0,"Lakewood, New Jersey","A private university located in Lakewood, New Jersey"
"Avenue Academy, A Cosmetology Institute",-106.531872,35.096452,4438.533333333334,10413.583333333334,8609.366666666667,15725.166666666666,97.0,0.0,32.833333333333336,False,,"Albuquerque, New Mexico","A private university located in Albuquerque, New Mexico"
Salon Professional Academy of San Antonio,-98.47,29.59369,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,114.0,0.0,46.578947368421055,False,,"San Antonio, Texas","A private university located in San Antonio, Texas"
Red Lake Nation College,-95.009828,47.880085,5790.0,14068.925,5790.0,15064.8,256.0,0.0,58.21428571428572,True,850.0,"Red Lake, Minnesota","A public university located in Red Lake, Minnesota"
Princess Institute of Beauty,-119.431745,36.603678,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,41.0,0.0,58.74305555555556,False,,"Reedley, California","A private university located in Reedley, California"
Vogue International Academy,-95.641271,29.73076,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,9.0,0.0,46.578947368421055,False,,"Houston, Texas","A private university located in Houston, Texas"
Independent Training & Apprenticeship Program,-121.327728,38.572171,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,102.0,0.0,58.74305555555556,False,,"Sacramento, California","A private university located in Sacramento, California"
Victory Career College,-118.266052,33.846375,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,97.0,0.0,58.74305555555556,False,,"Carson, California","A private university located in Carson, California"
Winonah's International School of Cosmetology,-86.801546,33.370224,9929.360655737704,10845.75,14105.22950819672,15730.4375,110.0,0.0,44.22580645,False,,"Hoover, Alabama","A private university located in Hoover, Alabama"
Yeshiva Gedola Tiferes Yerachmiel,-74.194376,40.1037,9400.0,19843.75675675676,9400.0,21983.864864864863,172.0,0.0,12.0,False,0.0,"Lakewood, New Jersey","A private university located in Lakewood, New Jersey"
Southeastern Esthetics Institute,-80.835302,34.111013,14779.441176470587,15428.516129032258,19594.08823529412,20313.0,318.0,0.0,46.75,False,,"Elgin, South Carolina","A private university located in Elgin, South Carolina"
Installer Institute,-81.046805,29.254565,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,14.0,0.0,49.55128205128205,False,,"Holly Hill, Florida","A private university located in Holly Hill, Florida"
Caris College,-85.710165,38.326417,16958.3,23517.950819672133,20201.1,27113.88524590164,189.0,0.0,57.16666666666666,False,,"Jeffersonville, Indiana","A private university located in Jeffersonville, Indiana"
Contra Costa Medical Career College,-121.801607,37.976815,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,337.0,0.0,58.74305555555556,False,,"Antioch, California","A private university located in Antioch, California"
Another Level Barbering and Cosmetology School,-77.403817,37.228645,14102.28846153846,16052.35,17691.0,20270.78,77.0,0.0,56.0,False,,"Petersburg, Virginia","A private university located in Petersburg, Virginia"
The Salon Professional Academy-Georgetown,-97.688068,30.635778,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,72.0,0.0,46.578947368421055,False,,"Georgetown, Texas","A private university located in Georgetown, Texas"
Elite Academy of Hair Design,-80.769323,40.066604,16155.425,18345.80379746836,20067.9625,21395.740506329115,84.0,0.0,45.66666666666666,False,,"Bridgeport, Ohio","A private university located in Bridgeport, Ohio"
Americare Technical School,-87.841982,42.017062,18750.0,18759.71604938272,18750.0,19728.19753,28.0,0.0,55.62903225806452,False,1750.0,"Park Ridge, Illinois","A private university located in Park Ridge, Illinois"
Champion Christian College,-93.065945,34.499589,10644.40909090909,10712.0,10712.0,13757.227272727272,139.0,0.0,45.08695652173913,False,1870.0,"Hot Springs, Arkansas","A private university located in Hot Springs, Arkansas"
Chicago Professional Center,-87.905673,42.10833,18759.71604938272,20096.45985,19728.19753,21492.094890510947,92.0,0.0,55.62903225806452,False,,"Prospect Heights, Illinois","A private university located in Prospect Heights, Illinois"
The Continents States University,-90.260576,38.643521,13745.092592592591,16727.45569620253,15549.833333333334,18800.12658227848,1905.8333333333333,574.2608695652174,51.2037037,False,,"St. Louis, Missouri","A private university located in St. Louis, Missouri"
D&S School of Cosmetology,-83.369697,42.639596,18636.56179775281,18924.434782608696,21256.49438202248,21470.739130434784,3.0,0.0,58.21739130434783,False,,"Waterford, Michigan","A private university located in Waterford, Michigan"
DSDT,-83.081501,42.325621,18636.56179775281,18924.434782608696,21256.49438202248,21470.739130434784,202.0,0.0,58.21739130434783,False,,"Detroit, Michigan","A private university located in Detroit, Michigan"
Elite Beauty College,-95.403011,35.75706,8490.6,10601.441860465116,13100.28,15312.906976744183,16.0,0.0,37.88,False,,"Muskogee, Oklahoma","A private university located in Muskogee, Oklahoma"
Reiss-Davis Graduate School,-118.41001,34.030844,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,0.0,33.0,58.74305555555556,False,,"Los Angeles, California","A private university located in Los Angeles, California"
The University of Tennessee System Office,-83.920638,35.966254,15157.326086956522,17342.58823529412,17330.5,21362.41176470588,2044.822695035461,376.79432624113474,50.44444444444444,True,,"Knoxville, Tennessee","A public university located in Knoxville, Tennessee"
GoodFellas Barber College,-92.321902,34.724618,8767.096153846154,10644.40909090909,11039.596153846154,13757.227272727272,34.0,0.0,45.08695652173913,False,,"Little Rock, Arkansas","A private university located in Little Rock, Arkansas"
Escondido Adult School,-117.088454,33.131225,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,195.0,0.0,58.74305555555556,True,,"Escondido, California","A public university located in Escondido, California"
Poway Adult School,-117.035819,32.978817,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,153.0,0.0,58.74305555555556,True,,"Poway, California","A public university located in Poway, California"
Vista Adult School,-117.240253,33.187334,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,127.0,0.0,58.74305555555556,True,,"Vista, California","A public university located in Vista, California"
The Salon Professional Academy-Delray Beach,-80.119045,26.46095,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,32.0,0.0,49.55128205128205,False,,"Delray Beach, Florida","A private university located in Delray Beach, Florida"
No Grease Barber School,-80.757062,35.21144,12768.016129032258,12865.054263565891,16423.225806451614,17242.57364341085,15.0,0.0,45.87692307692308,False,,"Charlotte, North Carolina","A private university located in Charlotte, North Carolina"
Pima Medical Institute-San Marcos,-117.160199,33.136906,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,630.0,0.0,58.74305555555556,False,,"San Marcos, California","A private university located in San Marcos, California"
EDP University of Puerto Rico-Villalba,-66.505648,18.109811,5550.0,6139.549019607844,6261.137254901961,12025.0,281.0,0.0,37.94642857142857,False,1500.0,"Villalba, Puerto Rico","A private university located in Villalba, Puerto Rico"
The Chicago School at Dallas,-96.75721,32.979753,18576.0,24624.0,18576.0,24624.0,4.0,194.0,46.578947368421055,False,2268.0,"Richardson, Texas","A private university located in Richardson, Texas"
American Massage & Bodywork Institute,-77.244736,38.926154,14102.28846153846,16052.35,17691.0,20270.78,105.0,0.0,56.0,False,,"Vienna, Virginia","A private university located in Vienna, Virginia"
KCK Beauty & Barber Academy,-81.652099,30.428106,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,33.0,0.0,49.55128205128205,False,,"Jacksonville, Florida","A private university located in Jacksonville, Florida"
California College of Barbering and Cosmetology,-121.293756,38.000656,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,272.0,0.0,58.74305555555556,False,,"Stockton, California","A private university located in Stockton, California"
Texas Tech University Health Sciences Center-El Paso,-106.43122,31.771891,3312.0,6831.0,10872.0,20691.0,235.0,687.0,46.578947368421055,True,5161.0,"El Paso, Texas","A public university located in El Paso, Texas"
Ponce Health Sciences University-Centro Universitario de San Juan,-66.059619,18.441175,6327.263736263736,34875.0,7000.681318681319,34875.0,0.0,237.0,37.94642857142857,False,,"Santurce, Puerto Rico","A private university located in Santurce, Puerto Rico"
The College of Health Care Professions-South San Antonio,-98.525559,29.355101,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,390.0,0.0,46.578947368421055,False,,"San Antonio, Texas","A private university located in San Antonio, Texas"
Innovate Salon Academy,-74.802873,40.26517,16519.383720930233,19843.75675675676,18559.325581395347,21983.864864864863,153.0,0.0,39.03636363636364,False,,"Ewing, New Jersey","A private university located in Ewing, New Jersey"
Chamberlain University-Louisiana,-90.152655,29.962307,10511.703703703704,18900.0,13914.037037037036,18900.0,517.0,0.0,45.92307692307692,False,840.0,"Jefferson, Louisiana","A private university located in Jefferson, Louisiana"
Drury University-College of Continuing Professional Studies,-93.286192,37.219681,7800.0,13745.092592592591,7800.0,15549.833333333334,716.0,0.0,21.0,False,244.0,"Springfield, Missouri","A private university located in Springfield, Missouri"
Global Medical & Technical Training Institute,-80.225343,25.779693,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,524.0,0.0,49.55128205128205,False,,"Miami, Florida","A private university located in Miami, Florida"
Salon Success Academy-West Covina,-117.933801,34.070568,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,82.0,0.0,58.74305555555556,False,,"West Covina, California","A private university located in West Covina, California"
Indiana Institute of Technology-College of Professional Studies,-85.116479,41.078365,9900.0,16958.3,9900.0,20201.1,2535.0,0.0,57.16666666666666,False,0.0,"Fort Wayne, Indiana","A private university located in Fort Wayne, Indiana"
Advantage Technical College,-66.081082,18.454692,6139.549019607844,6327.263736263736,6261.137254901961,7000.681318681319,283.0,0.0,37.94642857142857,False,,"San Juan, Puerto Rico","A private university located in San Juan, Puerto Rico"
Institute of Culinary Education,-118.139351,34.144829,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,452.0,0.0,58.74305555555556,False,,"Pasadena, California","A private university located in Pasadena, California"
Universal Technical Institute-Bloomfield,-74.180997,40.841102,16519.383720930233,19843.75675675676,18559.325581395347,21983.864864864863,1200.0,0.0,39.03636363636364,False,,"Bloomfield, New Jersey","A private university located in Bloomfield, New Jersey"
Gould's Academy,-89.795642,35.206685,15157.326086956522,17342.58823529412,17330.5,21362.41176470588,177.0,0.0,50.44444444444444,False,,"Bartlett, Tennessee","A private university located in Bartlett, Tennessee"
Institute of Lutheran Theology,-96.789515,44.308861,8010.0,9960.0,8010.0,9960.0,1824.2916666666667,347.625,43.142857142857146,False,600.0,"Brookings, South Dakota","A private university located in Brookings, South Dakota"
Urban Academy of Beauty,-106.677601,35.241061,4438.533333333334,10413.583333333334,8609.366666666667,15725.166666666666,2322.9761904761904,336.6904761904762,32.833333333333336,False,,"Rio Rancho, New Mexico","A private university located in Rio Rancho, New Mexico"
WellSpring School of Allied Health-Springfield,-93.317069,37.158926,13745.092592592591,16727.45569620253,15549.833333333334,18800.12658227848,79.0,0.0,51.2037037,False,,"Springfield, Missouri","A private university located in Springfield, Missouri"
Medical Career College of Northern California,-121.293121,38.723329,19476.0,21144.65803108808,19476.0,23010.50259067357,10.0,0.0,58.74305555555556,False,100.0,"Roseville, California","A private university located in Roseville, California"
Premiere International College,-81.864154,26.639307,14379.078947368422,19375.0,16504.263157894737,19375.0,106.0,0.0,49.55128205128205,False,1875.0,"Fort Myers, Florida","A private university located in Fort Myers, Florida"
San Diego Global Knowledge University,-117.154966,32.708222,9720.0,10320.0,9720.0,10320.0,98.0,13.0,58.74305555555556,False,3454.0,"San Diego, California","A private university located in San Diego, California"
Global Tech College,-83.672676,41.615085,11550.0,16155.425,11550.0,20067.9625,63.0,0.0,45.66666666666666,False,125.0,"Toledo, Ohio","A private university located in Toledo, Ohio"
Crown Cutz Academy Bristol,-82.192413,36.605279,14102.28846153846,16052.35,17691.0,20270.78,32.0,0.0,56.0,False,,"Bristol, Virginia","A private university located in Bristol, Virginia"
MCI,-98.22256,26.199744,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,117.0,0.0,46.578947368421055,False,,"McAllen, Texas","A private university located in McAllen, Texas"
Central Pennsylvania Diesel Institute,-76.990343,40.551071,20524.417322834644,25448.232804232804,22490.58267716536,27706.243386243383,22.0,0.0,57.46341463414634,False,,"Liverpool, Pennsylvania","A private university located in Liverpool, Pennsylvania"
Bellasa Professional Institute,-80.267007,25.810667,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,90.0,0.0,49.55128205128205,False,,"Miami Springs, Florida","A private university located in Miami Springs, Florida"
PMCA Pittsburgh Multicultural Cosmetology Academy,-79.99942,40.439395,20524.417322834644,25448.232804232804,22490.58267716536,27706.243386243383,16.0,0.0,57.46341463414634,False,,"Pittsburgh, Pennsylvania","A private university located in Pittsburgh, Pennsylvania"
Health and Technology Training Institute,-75.164481,39.950439,20524.417322834644,25448.232804232804,22490.58267716536,27706.243386243383,57.0,0.0,57.46341463414634,False,,"Philadelphia, Pennsylvania","A private university located in Philadelphia, Pennsylvania"
Yeshiva of Ocean,-74.501698,41.732961,8600.0,22648.67948717949,8600.0,25207.339743589742,57.0,0.0,11.0,False,0.0,"Greenfield Park, New York","A private university located in Greenfield Park, New York"
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,-73.994778,40.624233,21000.0,22648.67948717949,21000.0,25207.339743589742,169.0,0.0,12.0,False,0.0,"Brooklyn, New York","A private university located in Brooklyn, New York"
Young Americans College of the Performing Arts,-117.542501,33.859246,10540.0,21144.65803108808,10540.0,23010.50259067357,16.0,0.0,58.74305555555556,False,3490.0,"Corona, California","A private university located in Corona, California"
Pro Beauty Academy,-74.340019,40.571036,16519.383720930233,19843.75675675676,18559.325581395347,21983.864864864863,100.0,0.0,39.03636363636364,False,,"Edison, New Jersey","A private university located in Edison, New Jersey"
South Eastern Beauty Academy,-82.806325,37.814789,11037.033333333333,16224.207547169812,12744.066666666668,18424.43396226415,19.0,0.0,47.125,False,,"Paintsville, Kentucky","A private university located in Paintsville, Kentucky"
Ohel Margulia Seminary,-74.065165,41.121761,9500.0,22648.67948717949,9500.0,25207.339743589742,243.0,0.0,51.77595628415301,False,0.0,"Monsey, New York","A private university located in Monsey, New York"
Montana Barber Institute,-106.265623,31.763303,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,16.0,0.0,46.578947368421055,False,,"El Paso, Texas","A private university located in El Paso, Texas"
Yeshivat Hechal Shemuel,-73.955944,40.610906,12380.0,22648.67948717949,12380.0,25207.339743589742,65.0,0.0,60.0,False,0.0,"Brooklyn, New York","A private university located in Brooklyn, New York"
Professional University Dr. Carlos J. Borrero Rios,-66.054156,18.411332,4560.0,8400.0,4560.0,8400.0,5.0,161.0,37.94642857142857,False,1200.0,"Hato Rey, Puerto Rico","A private university located in Hato Rey, Puerto Rico"
American Institute of Healthcare & Technology,-73.150918,41.170738,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,94.0,0.0,63.96153846153846,False,,"Stratford, Connecticut","A private university located in Stratford, Connecticut"
Premier Academy of Cosmetology,-95.766472,34.941596,8490.6,10601.441860465116,13100.28,15312.906976744183,40.0,0.0,37.88,False,,"McAlester, Oklahoma","A private university located in McAlester, Oklahoma"
Yeshiva Gedolah of Woodlake Village,-74.169645,40.099738,8830.0,19843.75675675676,8830.0,21983.864864864863,79.0,0.0,22.0,False,200.0,"Lakewood, New Jersey","A private university located in Lakewood, New Jersey"
Yeshiva Gedola Tiferes Yaakov Yitzchok,-74.223022,40.056542,13700.0,19843.75675675676,13700.0,21983.864864864863,69.0,0.0,33.0,False,0.0,"Lakewood, New Jersey","A private university located in Lakewood, New Jersey"
Houston Barber School,-95.415514,29.966414,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,225.0,0.0,46.578947368421055,False,,"Houston, Texas","A private university located in Houston, Texas"
Health-Tech Institute of Memphis,-89.934826,35.049269,15157.326086956522,17342.58823529412,17330.5,21362.41176470588,4.0,0.0,50.44444444444444,False,,"Memphis, Tennessee","A private university located in Memphis, Tennessee"
MIXED Institute of Cosmetology & Barber,-121.43577,38.495699,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,139.0,0.0,58.74305555555556,False,,"Sacramento, California","A private university located in Sacramento, California"
Vski Cosmetology School,-80.031699,32.798291,14779.441176470587,15428.516129032258,19594.08823529412,20313.0,24.0,0.0,46.75,False,,"Charleston, South Carolina","A private university located in Charleston, South Carolina"
New York Seminary,-73.977011,40.63193,12750.0,22648.67948717949,12750.0,25207.339743589742,120.0,0.0,51.77595628415301,False,0.0,"Brooklyn, New York","A private university located in Brooklyn, New York"
Deluxe Barber College,-98.400819,29.554971,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,103.0,0.0,46.578947368421055,False,,"San Antonio, Texas","A private university located in San Antonio, Texas"
Falcon Institute of Health and Science,-75.42429,40.651462,20524.417322834644,27000.0,22490.58267716536,27000.0,186.0,0.0,57.46341463414634,False,140.0,"Bethlehem, Pennsylvania","A private university located in Bethlehem, Pennsylvania"
College Unbound,-71.412848,41.80644,10488.0,25547.5,10488.0,27459.5,401.0,0.0,66.0,False,0.0,"Providence, Rhode Island","A private university located in Providence, Rhode Island"
Midwest Barber College,-95.689254,39.000284,10016.692307692309,13385.51724137931,12891.615384615385,15201.879310344828,32.0,0.0,44.81481481481482,False,,"Topeka, Kansas","A private university located in Topeka, Kansas"
A Better U Beauty Barber Academy,-106.583765,35.11063,4438.533333333334,10413.583333333334,8609.366666666667,15725.166666666666,52.0,0.0,32.833333333333336,False,,"Albuquerque, New Mexico","A private university located in Albuquerque, New Mexico"
SANS Technology Institute,-77.110758,39.040814,13500.0,20250.0,13500.0,20250.0,691.0,1080.0,56.516129032258064,False,0.0,"North Bethesda, Maryland","A private university located in North Bethesda, Maryland"
Tuana European Beauty Academy,-105.076724,40.575844,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,39.0,0.0,49.04545454545455,False,,"Fort Collins, Colorado","A private university located in Fort Collins, Colorado"
